"","Region","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"19","Francia",2.2,2.24,2.18,2.16,2.11,2.11,2.08,2.12,2.23,2.04204313030038,2.00397401916939
"20","Grecia",0.58,0.8,0.57,0.55,0.59,0.58,0.58,0.96,1.19,0.886226835090574,0.766296310381888
"21","Guatemala",-0.136753579286564,0.148079083456548,0.0988789668876271,-0.0660605957882213,0.03,0.05,0.07,0.06,0.268094428714016,0.547917375378029,0.284239700301277
"22","Holanda",1.8,1.72,1.92,1.93,1.9,1.88,1.81,1.76,1.84,2.25318019912117,1.74288708079799
"23","Hungría",0.92,1,0.93,0.88,0.94,1,0.97,1,1.15,1.28819281827815,1.17760112247894
"24","India",0.75,0.74,0.73,0.74,0.78,0.77,0.76,0.95,0.543196544522594,0.835276407481362,0.698233143456299
"25","Irlanda",1.1,1.1,1.17,1.23,1.25,1.25,1.29,1.45,1.77,1.38797757218661,1.40558473913167
"26","Israel",4.6,4.59,4.32,4.26,4.41,4.43,4.8,4.66,4.27,4.90728663285649,4.9532604677241
"27","Italia",1.09,1.13,1.11,1.1,1.09,1.13,1.18,1.23,1.27,1.19500871238904,1.35767488590461
"28","Japón",3.12,3.17,3.2,3.17,3.32,3.4,3.44,3.45,2.58477829632513,2.79638512507446,2.21725632261203
"29","Malasia",0.569728875179729,0.65,0.92253888914539,0.6,1.13160602001241,0.63,0.44,0.849260444475424,0.950732394008238,1.09537004738441,0.925609156352344
"30","México",0.39,0.44,0.4,0.4,0.41,0.39,0.37,0.73,0.599423417189314,0.626953708802924,0.421429390720865
"31","Nicaragua",-0.188116195174972,0.05,-0.320853593326237,0.116367936667703,0.11,0.162609855729814,-0.256684550579035,0.21870490264951,-0.0317687651078598,0.424824240470144,0.334850289984334
"32","Noruega",1.59,1.66,1.71,1.59,1.52,1.52,1.65,1.64,1.8,2.01006379031685,1.60118971848904
"33","Panamá",0.38,0.36,0.34,0.24,0.25,0.25,0.2,0.21,0.21,0.190680753968652,0.622267640908014
"34","Perú",0.11,0.1,0.1,0.15,0.18,0.0278528530812115,0.248448568785998,0.46,0.174610571161055,0.592332872782963,0.698123900269457
"35","Polonia",0.62,0.56,0.54,0.56,0.57,0.56,0.57,0.6,0.68,0.855150974039964,0.888528831002802
"36","Portugal",0.77,0.73,0.71,0.75,0.78,0.99,1.17,1.5,1.66,1.35844964330834,1.45053176526442
"37","Reino Unido",1.79,1.79,1.75,1.68,1.73,1.75,1.78,1.77,1.87,1.82,1.93954687989306
"38","Rep. Checa",1.2,1.2,1.25,1.25,1.41,1.55,1.54,1.47,1.53,1.73017757882019,1.53295388553961
"39","Rep. Dominicana",0.03,0.579183394387658,0.533206155082351,0.808058485984027,0.66088000147168,0.650107989276401,0.99793001917479,0.629549438719656,0.946929846988484,0.965418162593253,0.950018560759397
"40","Rusia",1.18,1.25,1.29,1.15,1.07,1.07,1.12,1.04,1.25,1.15800931854718,1.37222405682215
"41","Sudáfrica",0.73,0.638926207973108,0.79,0.85,0.9,0.93,0.92,0.93,1.22149616724715,1.12816463626013,1.21512874983697
"42","Suecia",4.13,1.6,3.8,3.58,3.56,3.68,3.4,3.7,3.62,3.02,3.62314290570913
"43","Suiza",1.95,2.04,2.19,2.9,2.11,1.98,2.07,3,2.66,2.61,2.73241922480811
"44","Tailandia",0.26,0.24,0.26,0.26,0.23,0.25,0.21,0.22,0.659350862259928,0.676849479762178,0.566634709050007
"45","Turquía",0.54,0.53,0.48,0.52,0.59,0.58,0.72,0.73,0.85,1.16274546940364,0.830195226771697
"46","Venezuela",0.2,0.29,0.25,0.25,0.34,0.41,0.45,0.39,0.64,0.715646071596768,0.796562157724381
